label,source_name,source_path,added_at,air_w60s_drop_vs_jitter,air_w60s_median,air_w60s_over_098_ratio,air_w60s_p10,air_w60s_p90,channels,chroma_full_drop_vs_jitter,chroma_full_median,chroma_full_over_098_ratio,chroma_full_p10,chroma_full_p90,chroma_w120s_drop_vs_jitter,chroma_w120s_median,chroma_w120s_over_098_ratio,chroma_w120s_p10,chroma_w120s_p90,chroma_w180s_drop_vs_jitter,chroma_w180s_median,chroma_w180s_over_098_ratio,chroma_w180s_p10,chroma_w180s_p90,chroma_w60s_drop_vs_jitter,chroma_w60s_median,chroma_w60s_over_098_ratio,chroma_w60s_p10,chroma_w60s_p90,duration_sec,dynamic_range_db,f0_median,f0_std,hf_energy_ratio_12_20k,hf_energy_ratio_8_12k,hf_shimmer_variance,mel_full_drop_vs_jitter,mel_full_median,mel_full_over_098_ratio,mel_full_p10,mel_full_p90,mel_w120s_drop_vs_jitter,mel_w120s_median,mel_w120s_over_098_ratio,mel_w120s_p10,mel_w120s_p90,mel_w180s_drop_vs_jitter,mel_w180s_median,mel_w180s_over_098_ratio,mel_w180s_p10,mel_w180s_p90,mel_w60s_drop_vs_jitter,mel_w60s_median,mel_w60s_over_098_ratio,mel_w60s_p10,mel_w60s_p90,metadata_ai_tag_count,mfcc_mean_1,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_std_1,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mid_w120s_drop_vs_jitter,mid_w120s_median,mid_w120s_over_098_ratio,mid_w120s_p10,mid_w120s_p90,mid_w60s_drop_vs_jitter,mid_w60s_median,mid_w60s_over_098_ratio,mid_w60s_p10,mid_w60s_p90,peak_level,phase_coherence,pitch_jump_ratio,rms_mean,sample_rate,spectral_centroid_mean,spectral_entropy,spectral_flatness_mean,spectral_flatness_median,spectral_rolloff_mean,voc_music_proxy_ratio,zero_crossing_rate_mean
ai,Ada Waktunya (1).wav,data/AI/Ada Waktunya (1).wav,2026-03-30T10:45:53Z,0.0022354722023010254,0.9618563652038574,0.07547169811320754,0.9331486821174622,0.9775078296661377,2.0,0.011255085468292236,0.9156509637832642,0.019801980198019802,0.8256723880767822,0.958602249622345,0.004613757133483887,0.8981765508651733,0.029411764705882353,0.7881943583488464,0.9612099528312683,0.008307933807373047,0.9091007709503174,0.06666666666666667,0.8238406777381897,0.9666190147399902,0.004403293132781982,0.9060525298118591,0.018867924528301886,0.7632712721824646,0.9678736329078674,245.79997916666667,16.639686584472656,83.68501021471505,383.0054492269071,0.04441070929169655,0.10514260083436966,0.00041017113835550845,9.393692016601562e-05,0.9948681592941284,1.0,0.9906126260757446,0.9972304105758667,0.0004999637603759766,0.9943163394927979,1.0,0.9893563985824585,0.9966471791267395,0.00014972686767578125,0.9929101467132568,1.0,0.9898352026939392,0.9963126182556152,0.00021094083786010742,0.9941660165786743,1.0,0.989522397518158,0.9964209794998169,0.0,-202.87582397460938,-5.103184223175049,4.672201156616211,-1.1430844068527222,-0.4528402090072632,133.3956298828125,10.630475044250488,51.56187057495117,-1.9614763259887695,23.346271514892578,-11.848150253295898,13.127492904663086,-5.012763023376465,71.95193481445312,10.648931503295898,10.644129753112793,9.349624633789062,8.82380485534668,30.417943954467773,27.41282844543457,21.987646102905273,19.177263259887695,14.238225936889648,15.874857902526855,11.145575523376465,11.049227714538574,0.0025290250778198242,0.796779990196228,0.0,0.6575674414634705,0.8947126865386963,0.040396928787231445,0.7858095765113831,0.0,0.6341421604156494,0.8894404172897339,0.65936279296875,0.2809554230279802,0.11187779369005772,0.13706280291080475,48000.0,2765.5719349821547,5.356692314147949,0.0016461176564916968,0.0005470431642606854,6651.334471554418,2.6988252975300964,0.04052753445175534
ai,Apa adanya.wav,data/AI/Apa adanya.wav,2026-03-30T10:46:42Z,0.004762768745422363,0.9476786851882935,0.019230769230769232,0.898155152797699,0.9652418494224548,2.0,0.04019582271575928,0.8611739873886108,0.0,0.6828240156173706,0.935368001461029,0.003298342227935791,0.7876457571983337,0.0,0.4783462882041931,0.9109980463981628,0.012388527393341064,0.7692239880561829,0.0,0.7017531394958496,0.8371686339378357,0.006205260753631592,0.8263934254646301,0.038461538461538464,0.6015958189964294,0.9281417727470398,226.79997916666667,18.525829315185547,79.2939692055907,236.5308596052017,0.016549905762076378,0.04798809438943863,0.00018851984350476414,0.00029349327087402344,0.9934314489364624,0.9711538461538461,0.9855803847312927,0.997050404548645,0.0002180337905883789,0.9924075603485107,0.9629629629629629,0.9840774536132812,0.9950171113014221,0.00023037195205688477,0.9917117357254028,1.0,0.9859733581542969,0.9941310882568359,0.0001811981201171875,0.9923309087753296,1.0,0.9873429536819458,0.995741069316864,0.0,-309.41510009765625,-6.474593639373779,5.69524621963501,-0.6300702691078186,2.4545977115631104,167.66546630859375,37.00732421875,26.751270294189453,-3.3222672939300537,29.302303314208984,-4.828252792358398,-1.6251330375671387,5.010374069213867,71.97874450683594,12.626490592956543,11.504984855651855,11.146772384643555,10.704362869262695,33.787559509277344,29.636720657348633,21.047880172729492,20.53289031982422,16.280223846435547,12.157575607299805,12.506621360778809,11.075489044189453,0.06049013137817383,0.6615619659423828,0.0,0.4506804347038269,0.8298779129981995,0.017667651176452637,0.6203234791755676,0.0,0.37757354974746704,0.8444790840148926,0.6533050537109375,0.280950849891754,0.05244097450851284,0.10763189196586609,48000.0,1366.0562036503566,4.565821170806885,0.0018345029093325138,1.7253547412110493e-05,2222.095012462964,6.779732624243259,0.018545846401319194
ai,Berpisah Tuk Kembali.wav,data/AI/Berpisah Tuk Kembali.wav,2026-03-30T10:47:47Z,0.0023922324180603027,0.9629818201065063,0.011627906976744186,0.9099769592285156,0.975226104259491,2.0,0.013990223407745361,0.8165770769119263,0.0,0.5543859004974365,0.9308611154556274,0.013190209865570068,0.8208860754966736,0.016129032258064516,0.546335756778717,0.9494390487670898,0.005894958972930908,0.7673150897026062,0.0,0.555938184261322,0.8985844850540161,0.054968833923339844,0.7611150741577148,0.0,0.5452718138694763,0.9259710311889648,293.7199791666667,18.55874252319336,106.58210464572072,404.1564831134546,0.01757638156414032,0.056386832147836685,6.047291026334278e-05,4.029273986816406e-05,0.993399977684021,1.0,0.9888923168182373,0.9963565468788147,0.0001824498176574707,0.9929680824279785,1.0,0.9861840605735779,0.9961075782775879,0.0006830096244812012,0.9915540218353271,1.0,0.987476110458374,0.9947128295898438,0.00010067224502563477,0.9928945899009705,0.9883720930232558,0.9874593019485474,0.9957952499389648,0.0,-239.3336181640625,-2.318466901779175,11.604731559753418,-4.859030723571777,-1.538723349571228,157.6957244873047,-4.088423728942871,41.8628044128418,8.5668306350708,11.578032493591309,-9.897127151489258,4.115424633026123,2.5233070850372314,81.45663452148438,12.53030776977539,12.519064903259277,10.405962944030762,9.00124740600586,28.459983825683594,29.641399383544922,23.712923049926758,18.368574142456055,11.615352630615234,14.142614364624023,11.421098709106445,10.869305610656738,0.010653495788574219,0.7020840644836426,0.0,0.42191436886787415,0.8942869305610657,0.03018897771835327,0.6482288837432861,0.0,0.44800177216529846,0.8683404922485352,0.6112518310546875,0.2809906392817344,0.10342823939570017,0.11687619984149933,48000.0,1901.8770676637942,5.168448448181152,0.00036789593286812305,0.0001017098911688663,3792.75979818063,4.133795190717812,0.028975609804535715
ai,Burn It Out.wav,data/AI/Burn It Out.wav,2026-03-30T10:48:29Z,0.0016438961029052734,0.9620157480239868,0.02127659574468085,0.9412446022033691,0.9770811796188354,2.0,0.0276414155960083,0.904249906539917,0.07407407407407407,0.6309905052185059,0.9786717295646667,0.11271709203720093,0.7384273409843445,0.047619047619047616,0.46333903074264526,0.9454454183578491,0.016289830207824707,0.8707615733146667,0.0,0.7125001549720764,0.8943725228309631,0.03938257694244385,0.8286811113357544,0.02127659574468085,0.5455247759819031,0.9500508904457092,194.39997916666667,10.42214584350586,203.15456573724506,480.9102304615461,0.193519726395607,0.1495361328125,0.0022633899934589863,0.00016802549362182617,0.9902781248092651,0.9382716049382716,0.981624186038971,0.9961122870445251,0.001906275749206543,0.9872881174087524,0.8095238095238095,0.9790247678756714,0.991712212562561,0.00012123584747314453,0.977081835269928,0.0,0.9745066165924072,0.9777314066886902,0.00029540061950683594,0.9900994300842285,0.8936170212765957,0.9795812368392944,0.9947284460067749,0.0,-135.7497100830078,18.090295791625977,-5.796838283538818,14.565195083618164,-10.218423843383789,70.62198638916016,-41.74476623535156,25.529314041137695,-10.231222152709961,35.188026428222656,-15.762048721313477,32.66196823120117,-10.296040534973145,64.83626556396484,13.995058059692383,11.226312637329102,11.993268013000488,9.537291526794434,27.54654884338379,20.68859100341797,19.747461318969727,17.771595001220703,14.849831581115723,15.453582763671875,14.465797424316406,11.044857025146484,0.23288869857788086,0.44874417781829834,0.0,0.38079532980918884,0.825204610824585,0.00819307565689087,0.6426116824150085,0.0,0.33539533615112305,0.8241390585899353,0.631927490234375,0.28092350827803625,0.22503292361720809,0.09972067922353745,48000.0,5968.0040093012385,6.412212371826172,0.01817883737385273,0.013082188554108143,12558.227880658436,2.25789837496735,0.14182586376886144
ai,Di Balik Air Matamu.wav,data/AI/Di Balik Air Matamu.wav,2026-03-30T10:49:24Z,0.0005645155906677246,0.9304516911506653,0.0,0.851995587348938,0.961871862411499,2.0,0.0015701055526733398,0.6037707328796387,0.0,0.302524596452713,0.8676437735557556,0.010780036449432373,0.6543671488761902,0.0,0.28734657168388367,0.8251689076423645,0.2215341329574585,0.5555382966995239,0.0,0.3195808231830597,0.6188889145851135,0.03009033203125,0.6713154315948486,0.0,0.35898250341415405,0.8595930337905884,244.91997916666668,14.178680419921875,107.62849227108688,328.80999136371383,0.032509222626686096,0.1093330979347229,0.00016337180568370968,0.0006583929061889648,0.988080620765686,0.8348623853211009,0.9781114459037781,0.9937581419944763,0.00045430660247802734,0.985466480255127,0.7818181818181819,0.9766013026237488,0.9912371635437012,0.005084872245788574,0.977918267250061,0.5,0.9669166207313538,0.9829438924789429,0.0004329681396484375,0.9846493005752563,0.7,0.9742733240127563,0.9924879670143127,0.0,-212.24766540527344,-6.596269130706787,5.251978874206543,-4.976535320281982,0.6086586117744446,130.9479522705078,-18.531312942504883,58.932857513427734,-4.813913822174072,30.21194839477539,-9.20478630065918,8.350846290588379,3.2376549243927,84.09931945800781,10.952343940734863,9.92864990234375,11.821028709411621,11.346378326416016,23.81708335876465,33.10353469848633,20.342878341674805,20.486310958862305,16.20304298400879,12.422255516052246,11.648045539855957,11.072364807128906,0.04098674654960632,0.46980974078178406,0.0,0.2667754888534546,0.7154884338378906,0.03593149781227112,0.511856734752655,0.0,0.31400391459465027,0.7915093302726746,0.7226715087890625,0.28063078069049574,0.0888027524933583,0.11896470189094543,48000.0,2732.9599641666728,5.655928611755371,0.0007028882973827422,0.00022008809901308268,6297.494569832767,4.581032298002981,0.04560383561699765
ai,Di Balik Badai Air Matamu.wav,data/AI/Di Balik Badai Air Matamu.wav,2026-03-30T10:50:27Z,0.0008456110954284668,0.9304354786872864,0.0,0.8643635511398315,0.9604390263557434,2.0,0.020930707454681396,0.5397793054580688,0.0,0.21981649100780487,0.8253417015075684,0.088229238986969,0.5849685668945312,0.0,0.2646295130252838,0.8086286783218384,0.04322370886802673,0.3992891013622284,0.0,0.1931123435497284,0.8335169553756714,0.022796988487243652,0.5373305082321167,0.0,0.22536268830299377,0.8410717248916626,287.23997916666667,18.87926483154297,120.38316230277323,283.77321712172306,0.09418126195669174,0.12410270422697067,0.0008455027709715068,3.314018249511719e-05,0.9787840843200684,0.45714285714285713,0.9651152491569519,0.9903196096420288,0.0028818249702453613,0.9795771241188049,0.42,0.9701244831085205,0.9879173636436462,0.0031557083129882812,0.9758203029632568,0.19230769230769232,0.9642064571380615,0.9840136766433716,0.0011249184608459473,0.9786734580993652,0.45652173913043476,0.9696516990661621,0.9895751476287842,0.0,-202.31658935546875,4.535274982452393,-5.857991695404053,1.2960580587387085,-2.6120805740356445,108.408203125,5.204108715057373,40.59859085083008,-3.1197969913482666,31.49803352355957,-13.575177192687988,15.67817497253418,-11.693010330200195,104.10346984863281,10.96735668182373,10.177661895751953,10.983795166015625,11.253130912780762,28.29606056213379,29.575498580932617,17.209453582763672,15.881417274475098,14.252911567687988,11.294020652770996,13.797974586486816,10.315080642700195,0.032596051692962646,0.41559410095214844,0.0,0.3115333914756775,0.7300246357917786,0.003378629684448242,0.41525888442993164,0.0,0.21843071281909943,0.6752703785896301,0.51922607421875,0.280619027200343,0.08344474153297683,0.11225134879350662,48000.0,3781.190606315792,5.898725509643555,0.005438715219497681,0.0014317309251055121,9229.042400850385,4.9933477404121165,0.057341723548497904
ai,Habis Tanpamu (1).wav,data/AI/Habis Tanpamu (1).wav,2026-03-30T10:51:14Z,0.001998424530029297,0.9502701759338379,0.0,0.9053562879562378,0.9702090620994568,2.0,0.02403390407562256,0.7668248414993286,0.0,0.47618067264556885,0.9175004959106445,0.004972398281097412,0.7705212235450745,0.0,0.43053269386291504,0.9077270030975342,0.1347314417362213,0.4490574300289154,0.0,0.4490574300289154,0.4490574300289154,0.0078108906745910645,0.794877290725708,0.0,0.5975950956344604,0.9168077707290649,212.99997916666666,17.257579803466797,87.59138055364723,417.43789382305783,0.08994384109973907,0.20692656934261322,0.0015416285023093224,0.0011647939682006836,0.9905290603637695,0.9146341463414634,0.9813389182090759,0.995228111743927,0.0005039572715759277,0.989288866519928,0.96875,0.984769880771637,0.9926650524139404,0.006096243858337402,0.9911079406738281,1.0,0.9911079406738281,0.9911079406738281,0.001617431640625,0.9917598962783813,0.9583333333333334,0.9838300943374634,0.9953557848930359,0.0,-238.26971435546875,-5.093388080596924,3.1734554767608643,-16.593841552734375,1.9099293947219849,112.20325469970703,40.000633239746094,56.299591064453125,-15.324997901916504,42.72146987915039,-20.366893768310547,20.68724822998047,-2.2891013622283936,83.94217681884766,10.92362117767334,8.826605796813965,10.948747634887695,10.081500053405762,30.024330139160156,28.8896427154541,21.186256408691406,22.151687622070312,16.818897247314453,14.713406562805176,13.721348762512207,13.510623931884766,0.021197795867919922,0.5970122814178467,0.0,0.35216063261032104,0.76699298620224,0.006071329116821289,0.675859272480011,0.0,0.474094033241272,0.8465349078178406,0.6606597900390625,0.280541490109121,0.08082932692307693,0.11572694778442383,48000.0,3893.4270970362054,5.553384304046631,0.003392656333744526,0.0005697002052329481,9519.885510040564,2.5958873507714486,0.06676278407312584
ai,Hiliwir Isuk.wav,data/AI/Hiliwir Isuk.wav,2026-03-30T10:52:09Z,0.0010003447532653809,0.9541494846343994,0.0,0.9181718230247498,0.968650758266449,2.0,0.025128424167633057,0.7039692997932434,0.0,0.4756487011909485,0.8983044624328613,0.03787350654602051,0.795103907585144,0.0,0.5729680061340332,0.8909887075424194,0.04294198751449585,0.5984489917755127,0.0,0.3680744171142578,0.7899072766304016,0.018755078315734863,0.775763750076294,0.0,0.48845431208610535,0.91898113489151,251.95997916666667,15.732271194458008,113.69060646947229,420.62065444365203,0.03765518218278885,0.07628857344388962,0.00031470711110159755,0.00023043155670166016,0.9917652606964111,0.9545454545454546,0.9843401908874512,0.9950876832008362,0.0003635287284851074,0.9899677634239197,1.0,0.9816919565200806,0.9939954876899719,0.0011715888977050781,0.9854171276092529,0.9,0.9801064133644104,0.9920086860656738,0.0007544159889221191,0.9910172820091248,0.967741935483871,0.986847460269928,0.9950238466262817,0.0,-199.80455017089844,-5.439131259918213,5.7631354331970215,-5.036925315856934,-0.34397128224372864,136.29000854492188,-19.09506607055664,52.298927307128906,-4.097468852996826,21.046119689941406,-11.787826538085938,8.378602027893066,-10.12934684753418,62.97203063964844,13.028626441955566,11.512629508972168,10.478376388549805,10.529284477233887,28.316268920898438,19.204299926757812,19.287031173706055,17.70675277709961,16.302276611328125,14.269195556640625,13.452201843261719,14.372417449951172,0.08077126741409302,0.6715502738952637,0.0,0.4359683692455292,0.8305345177650452,0.018819868564605713,0.6026898622512817,0.0,0.401008665561676,0.8518930673599243,0.69537353515625,0.28089889973165183,0.1383091317048389,0.12307440489530563,48000.0,2573.8104364154683,5.449180603027344,0.000502529728692025,0.00012326249270699918,5779.803387731776,2.9139168000275197,0.04078357668434087
ai,Kalem Tapi Nyelekit (2).wav,data/AI/Kalem Tapi Nyelekit (2).wav,2026-03-30T10:52:45Z,0.0026949048042297363,0.966914176940918,0.10256410256410256,0.9424587488174438,0.9773688912391663,2.0,0.04360431432723999,0.8295146822929382,0.0,0.634240984916687,0.9242593050003052,0.04600495100021362,0.8907877802848816,0.0,0.7580639123916626,0.9289482235908508,0.0,0.0,0.0,0.0,0.0,0.03174567222595215,0.8556034564971924,0.0,0.755767822265625,0.941889226436615,165.07997916666667,19.016586303710938,101.51178405582317,297.84845488423025,0.04281393438577652,0.06493772566318512,0.0003347258025314659,6.633996963500977e-05,0.9924508333206177,0.9333333333333333,0.9832843542098999,0.9956592321395874,0.0007930397987365723,0.9899025559425354,1.0,0.9866236448287964,0.992394745349884,0.0,0.0,0.0,0.0,0.0,0.0005549788475036621,0.9926833510398865,0.9743589743589743,0.983064591884613,0.9960136413574219,0.0,-203.1041259765625,-5.0841064453125,0.13130471110343933,0.5562038421630859,-5.018665313720703,143.6701202392578,-17.369766235351562,26.83158302307129,-5.583687782287598,9.526463508605957,-15.408705711364746,7.017838954925537,-10.230735778808594,82.63369750976562,12.39648723602295,11.435107231140137,11.50736141204834,10.556607246398926,33.040870666503906,31.449329376220703,34.802589416503906,21.523365020751953,23.378829956054688,14.539718627929688,16.778064727783203,13.127399444580078,0.045812904834747314,0.6901049017906189,0.0,0.5044927000999451,0.8455915451049805,0.028223633766174316,0.7028487920761108,0.0,0.5720329880714417,0.8613033890724182,0.5308837890625,0.2809856132260806,0.17640217110364434,0.1187436506152153,48000.0,2504.24293115056,5.56687593460083,0.0015441719442605972,0.0004106357228010893,5045.292510660981,2.072895534432006,0.04663276807924662
ai,Kenangan Yang Tertinggal.wav,data/AI/Kenangan Yang Tertinggal.wav,2026-03-30T10:53:22Z,0.0031343698501586914,0.960972785949707,0.07894736842105263,0.924917459487915,0.9787161946296692,2.0,0.03266340494155884,0.7868547439575195,0.018518518518518517,0.6207294464111328,0.9371684193611145,0.02695310115814209,0.7200307250022888,0.0,0.5130093693733215,0.8586344718933105,0.0,0.0,0.0,0.0,0.0,0.03102099895477295,0.8202295303344727,0.0,0.6989263296127319,0.9227039813995361,167.47997916666668,12.666894912719727,80.38633680587758,394.13546419186605,0.0744030773639679,0.15033893287181854,0.0004456907045096159,0.0005805492401123047,0.9942471981048584,1.0,0.9888362288475037,0.9968677759170532,0.0005837678909301758,0.9914302825927734,0.9166666666666666,0.9821128845214844,0.9935163855552673,0.0,0.0,0.0,0.0,0.0,0.0002346038818359375,0.9938110113143921,1.0,0.9890382885932922,0.9969276189804077,0.0,-157.2076416015625,0.13505271077156067,3.5056703090667725,0.5317914485931396,-5.418424129486084,116.22305297851562,-7.197505474090576,49.87225341796875,-2.2726542949676514,35.64460754394531,-10.750593185424805,19.177194595336914,-6.524334907531738,85.64054870605469,9.160337448120117,8.437169075012207,9.046133041381836,8.837265968322754,28.385961532592773,18.610225677490234,15.523221969604492,17.68259620666504,11.740242958068848,12.34053897857666,10.605570793151855,9.69063663482666,0.06220865249633789,0.5290635824203491,0.0,0.4232957363128662,0.7439630031585693,0.0175626277923584,0.7194910049438477,0.0,0.5076872110366821,0.8435611128807068,0.72149658203125,0.2805430287969857,0.09922934844914337,0.14547310769557953,48000.0,3672.4395671450816,5.841359615325928,0.005921246949583292,0.001670975238084793,8679.142684849065,3.1543158015507364,0.05777229811488982
